date_id,date,day,month,year,quarter,week_day
0,20130101,1,1,2013,1,Tuesday
20,20130422,22,4,2013,2,Monday
70,20130927,27,9,2013,3,Friday
73,20131012,12,10,2013,4,Saturday
86,20140101,1,1,2014,1,Wednesday
91,20140106,6,1,2014,1,Monday
92,20140107,7,1,2014,1,Tuesday
1483,20171101,1,11,2017,4,Wednesday
95,20140110,10,1,2014,1,Friday
97,20140112,12,1,2014,1,Sunday
99,20140114,14,1,2014,1,Tuesday
108,20140123,23,1,2014,1,Thursday
111,20140126,26,1,2014,1,Sunday
112,20140127,27,1,2014,1,Monday
115,20140130,30,1,2014,1,Thursday
322,20140825,25,8,2014,3,Monday
120,20140204,4,2,2014,1,Tuesday
123,20140207,7,2,2014,1,Friday
132,20140216,16,2,2014,1,Sunday
1042,20160816,16,8,2016,3,Tuesday
136,20140220,20,2,2014,1,Thursday
141,20140225,25,2,2014,1,Tuesday
143,20140227,27,2,2014,1,Thursday
920,20160415,15,4,2016,2,Friday
1141,20161123,23,11,2016,4,Wednesday
1237,20170228,28,2,2017,1,Tuesday
1401,20170811,11,8,2017,3,Friday
153,20140309,9,3,2014,1,Sunday
158,20140314,14,3,2014,1,Friday
165,20140321,21,3,2014,1,Friday
167,20140323,23,3,2014,1,Sunday
173,20140329,29,3,2014,1,Saturday
176,20140401,1,4,2014,2,Tuesday
180,20140405,5,4,2014,2,Saturday
673,20150812,12,8,2015,3,Wednesday
195,20140420,20,4,2014,2,Sunday
1580,20180206,6,2,2018,1,Tuesday
1119,20161101,1,11,2016,4,Tuesday
204,20140429,29,4,2014,2,Tuesday
452,20150102,2,1,2015,1,Friday
1595,20180221,21,2,2018,1,Wednesday
205,20140430,30,4,2014,2,Wednesday
207,20140502,2,5,2014,2,Friday
208,20140503,3,5,2014,2,Saturday
210,20140505,5,5,2014,2,Monday
213,20140508,8,5,2014,2,Thursday
825,20160111,11,1,2016,1,Monday
1462,20171011,11,10,2017,4,Wednesday
781,20151128,28,11,2015,4,Saturday
1209,20170131,31,1,2017,1,Tuesday
226,20140521,21,5,2014,2,Wednesday
522,20150313,13,3,2015,1,Friday
228,20140523,23,5,2014,2,Friday
232,20140527,27,5,2014,2,Tuesday
692,20150831,31,8,2015,3,Monday
1206,20170128,28,1,2017,1,Saturday
969,20160603,3,6,2016,2,Friday
233,20140528,28,5,2014,2,Wednesday
1392,20170802,2,8,2017,3,Wednesday
239,20140603,3,6,2014,2,Tuesday
1167,20161219,19,12,2016,4,Monday
275,20140709,9,7,2014,3,Wednesday
260,20140624,24,6,2014,2,Tuesday
297,20140731,31,7,2014,3,Thursday
269,20140703,3,7,2014,3,Thursday
276,20140710,10,7,2014,3,Thursday
281,20140715,15,7,2014,3,Tuesday
283,20140717,17,7,2014,3,Thursday
284,20140718,18,7,2014,3,Friday
287,20140721,21,7,2014,3,Monday
293,20140727,27,7,2014,3,Sunday
298,20140801,1,8,2014,3,Friday
1582,20180208,8,2,2018,1,Thursday
299,20140802,2,8,2014,3,Saturday
302,20140805,5,8,2014,3,Tuesday
303,20140806,6,8,2014,3,Wednesday
305,20140808,8,8,2014,3,Friday
307,20140810,10,8,2014,3,Sunday
311,20140814,14,8,2014,3,Thursday
319,20140822,22,8,2014,3,Friday
325,20140828,28,8,2014,3,Thursday
1358,20170629,29,6,2017,2,Thursday
1293,20170425,25,4,2017,2,Tuesday
1575,20180201,1,2,2018,1,Thursday
332,20140904,4,9,2014,3,Thursday
333,20140905,5,9,2014,3,Friday
945,20160510,10,5,2016,2,Tuesday
1051,20160825,25,8,2016,3,Thursday
506,20150225,25,2,2015,1,Wednesday
350,20140922,22,9,2014,3,Monday
790,20151207,7,12,2015,4,Monday
1140,20161122,22,11,2016,4,Tuesday
362,20141004,4,10,2014,4,Saturday
368,20141010,10,10,2014,4,Friday
1205,20170127,27,1,2017,1,Friday
381,20141023,23,10,2014,4,Thursday
1215,20170206,6,2,2017,1,Monday
384,20141026,26,10,2014,4,Sunday
1038,20160812,12,8,2016,3,Friday
1149,20161201,1,12,2016,4,Thursday
1343,20170614,14,6,2017,2,Wednesday
397,20141108,8,11,2014,4,Saturday
399,20141110,10,11,2014,4,Monday
400,20141111,11,11,2014,4,Tuesday
1148,20161130,30,11,2016,4,Wednesday
407,20141118,18,11,2014,4,Tuesday
412,20141123,23,11,2014,4,Sunday
416,20141127,27,11,2014,4,Thursday
418,20141129,29,11,2014,4,Saturday
1469,20171018,18,10,2017,4,Wednesday
419,20141130,30,11,2014,4,Sunday
1631,20180329,29,3,2018,1,Thursday
422,20141203,3,12,2014,4,Wednesday
425,20141206,6,12,2014,4,Saturday
646,20150716,16,7,2015,3,Thursday
539,20150330,30,3,2015,1,Monday
1188,20170109,9,1,2017,1,Monday
576,20150507,7,5,2015,2,Thursday
426,20141207,7,12,2014,4,Sunday
428,20141209,9,12,2014,4,Tuesday
584,20150515,15,5,2015,2,Friday
1049,20160823,23,8,2016,3,Tuesday
1001,20160706,6,7,2016,3,Wednesday
429,20141210,10,12,2014,4,Wednesday
430,20141211,11,12,2014,4,Thursday
431,20141212,12,12,2014,4,Friday
682,20150821,21,8,2015,3,Friday
950,20160515,15,5,2016,2,Sunday
502,20150221,21,2,2015,1,Saturday
435,20141216,16,12,2014,4,Tuesday
549,20150409,9,4,2015,2,Thursday
437,20141218,18,12,2014,4,Thursday
438,20141219,19,12,2014,4,Friday
440,20141221,21,12,2014,4,Sunday
447,20141228,28,12,2014,4,Sunday
657,20150727,27,7,2015,3,Monday
449,20141230,30,12,2014,4,Tuesday
1335,20170606,6,6,2017,2,Tuesday
451,20150101,1,1,2015,1,Thursday
453,20150103,3,1,2015,1,Saturday
1086,20160929,29,9,2016,3,Thursday
454,20150104,4,1,2015,1,Sunday
455,20150105,5,1,2015,1,Monday
456,20150106,6,1,2015,1,Tuesday
458,20150108,8,1,2015,1,Thursday
459,20150109,9,1,2015,1,Friday
460,20150110,10,1,2015,1,Saturday
461,20150111,11,1,2015,1,Sunday
854,20160209,9,2,2016,1,Tuesday
975,20160609,9,6,2016,2,Thursday
524,20150315,15,3,2015,1,Sunday
1232,20170223,23,2,2017,1,Thursday
464,20150114,14,1,2015,1,Wednesday
465,20150115,15,1,2015,1,Thursday
466,20150116,16,1,2015,1,Friday
467,20150117,17,1,2015,1,Saturday
1457,20171006,6,10,2017,4,Friday
1138,20161120,20,11,2016,4,Sunday
1225,20170216,16,2,2017,1,Thursday
567,20150428,28,4,2015,2,Tuesday
470,20150120,20,1,2015,1,Tuesday
474,20150124,24,1,2015,1,Saturday
475,20150125,25,1,2015,1,Sunday
476,20150126,26,1,2015,1,Monday
938,20160503,3,5,2016,2,Tuesday
477,20150127,27,1,2015,1,Tuesday
1394,20170804,4,8,2017,3,Friday
1075,20160918,18,9,2016,3,Sunday
479,20150129,29,1,2015,1,Thursday
1211,20170202,2,2,2017,1,Thursday
480,20150130,30,1,2015,1,Friday
1558,20180115,15,1,2018,1,Monday
485,20150204,4,2,2015,1,Wednesday
486,20150205,5,2,2015,1,Thursday
487,20150206,6,2,2015,1,Friday
488,20150207,7,2,2015,1,Saturday
1081,20160924,24,9,2016,3,Saturday
1144,20161126,26,11,2016,4,Saturday
489,20150208,8,2,2015,1,Sunday
491,20150210,10,2,2015,1,Tuesday
1219,20170210,10,2,2017,1,Friday
492,20150211,11,2,2015,1,Wednesday
493,20150212,12,2,2015,1,Thursday
494,20150213,13,2,2015,1,Friday
495,20150214,14,2,2015,1,Saturday
496,20150215,15,2,2015,1,Sunday
497,20150216,16,2,2015,1,Monday
498,20150217,17,2,2015,1,Tuesday
1262,20170325,25,3,2017,1,Saturday
500,20150219,19,2,2015,1,Thursday
503,20150222,22,2,2015,1,Sunday
507,20150226,26,2,2015,1,Thursday
508,20150227,27,2,2015,1,Friday
509,20150228,28,2,2015,1,Saturday
510,20150301,1,3,2015,1,Sunday
512,20150303,3,3,2015,1,Tuesday
513,20150304,4,3,2015,1,Wednesday
514,20150305,5,3,2015,1,Thursday
515,20150306,6,3,2015,1,Friday
516,20150307,7,3,2015,1,Saturday
517,20150308,8,3,2015,1,Sunday
518,20150309,9,3,2015,1,Monday
520,20150311,11,3,2015,1,Wednesday
521,20150312,12,3,2015,1,Thursday
785,20151202,2,12,2015,4,Wednesday
525,20150316,16,3,2015,1,Monday
1245,20170308,8,3,2017,1,Wednesday
864,20160219,19,2,2016,1,Friday
527,20150318,18,3,2015,1,Wednesday
528,20150319,19,3,2015,1,Thursday
1378,20170719,19,7,2017,3,Wednesday
1380,20170721,21,7,2017,3,Friday
1387,20170728,28,7,2017,3,Friday
1397,20170807,7,8,2017,3,Monday
719,20150927,27,9,2015,3,Sunday
1509,20171127,27,11,2017,4,Monday
1381,20170722,22,7,2017,3,Saturday
530,20150321,21,3,2015,1,Saturday
617,20150617,17,6,2015,2,Wednesday
531,20150322,22,3,2015,1,Sunday
532,20150323,23,3,2015,1,Monday
533,20150324,24,3,2015,1,Tuesday
926,20160421,21,4,2016,2,Thursday
534,20150325,25,3,2015,1,Wednesday
535,20150326,26,3,2015,1,Thursday
1059,20160902,2,9,2016,3,Friday
537,20150328,28,3,2015,1,Saturday
1309,20170511,11,5,2017,2,Thursday
728,20151006,6,10,2015,4,Tuesday
770,20151117,17,11,2015,4,Tuesday
667,20150806,6,8,2015,3,Thursday
540,20150331,31,3,2015,1,Tuesday
1031,20160805,5,8,2016,3,Friday
541,20150401,1,4,2015,2,Wednesday
542,20150402,2,4,2015,2,Thursday
1197,20170118,18,1,2017,1,Wednesday
906,20160401,1,4,2016,2,Friday
544,20150404,4,4,2015,2,Saturday
545,20150405,5,4,2015,2,Sunday
547,20150407,7,4,2015,2,Tuesday
1268,20170331,31,3,2017,1,Friday
548,20150408,8,4,2015,2,Wednesday
550,20150410,10,4,2015,2,Friday
552,20150412,12,4,2015,2,Sunday
554,20150414,14,4,2015,2,Tuesday
555,20150415,15,4,2015,2,Wednesday
556,20150416,16,4,2015,2,Thursday
680,20150819,19,8,2015,3,Wednesday
557,20150417,17,4,2015,2,Friday
558,20150418,18,4,2015,2,Saturday
559,20150419,19,4,2015,2,Sunday
560,20150420,20,4,2015,2,Monday
561,20150422,22,4,2015,2,Wednesday
562,20150423,23,4,2015,2,Thursday
563,20150424,24,4,2015,2,Friday
565,20150426,26,4,2015,2,Sunday
566,20150427,27,4,2015,2,Monday
777,20151124,24,11,2015,4,Tuesday
1133,20161115,15,11,2016,4,Tuesday
899,20160325,25,3,2016,1,Friday
1094,20161007,7,10,2016,4,Friday
1286,20170418,18,4,2017,2,Tuesday
1373,20170714,14,7,2017,3,Friday
570,20150501,1,5,2015,2,Friday
571,20150502,2,5,2015,2,Saturday
572,20150503,3,5,2015,2,Sunday
1278,20170410,10,4,2017,2,Monday
574,20150505,5,5,2015,2,Tuesday
577,20150508,8,5,2015,2,Friday
823,20160109,9,1,2016,1,Saturday
580,20150511,11,5,2015,2,Monday
757,20151104,4,11,2015,4,Wednesday
1238,20170301,1,3,2017,1,Wednesday
581,20150512,12,5,2015,2,Tuesday
582,20150513,13,5,2015,2,Wednesday
1494,20171112,12,11,2017,4,Sunday
585,20150516,16,5,2015,2,Saturday
586,20150517,17,5,2015,2,Sunday
587,20150518,18,5,2015,2,Monday
589,20150520,20,5,2015,2,Wednesday
590,20150521,21,5,2015,2,Thursday
591,20150522,22,5,2015,2,Friday
592,20150523,23,5,2015,2,Saturday
594,20150525,25,5,2015,2,Monday
595,20150526,26,5,2015,2,Tuesday
596,20150527,27,5,2015,2,Wednesday
597,20150528,28,5,2015,2,Thursday
598,20150529,29,5,2015,2,Friday
599,20150530,30,5,2015,2,Saturday
1295,20170427,27,4,2017,2,Thursday
601,20150601,1,6,2015,2,Monday
603,20150603,3,6,2015,2,Wednesday
1180,20170101,1,1,2017,1,Sunday
604,20150604,4,6,2015,2,Thursday
605,20150605,5,6,2015,2,Friday
606,20150606,6,6,2015,2,Saturday
609,20150609,9,6,2015,2,Tuesday
610,20150610,10,6,2015,2,Wednesday
612,20150612,12,6,2015,2,Friday
613,20150613,13,6,2015,2,Saturday
614,20150614,14,6,2015,2,Sunday
615,20150615,15,6,2015,2,Monday
616,20150616,16,6,2015,2,Tuesday
619,20150619,19,6,2015,2,Friday
620,20150620,20,6,2015,2,Saturday
621,20150621,21,6,2015,2,Sunday
622,20150622,22,6,2015,2,Monday
623,20150623,23,6,2015,2,Tuesday
624,20150624,24,6,2015,2,Wednesday
626,20150626,26,6,2015,2,Friday
627,20150627,27,6,2015,2,Saturday
629,20150629,29,6,2015,2,Monday
630,20150630,30,6,2015,2,Tuesday
631,20150701,1,7,2015,3,Wednesday
632,20150702,2,7,2015,3,Thursday
634,20150704,4,7,2015,3,Saturday
635,20150705,5,7,2015,3,Sunday
636,20150706,6,7,2015,3,Monday
637,20150707,7,7,2015,3,Tuesday
638,20150708,8,7,2015,3,Wednesday
639,20150709,9,7,2015,3,Thursday
640,20150710,10,7,2015,3,Friday
641,20150711,11,7,2015,3,Saturday
642,20150712,12,7,2015,3,Sunday
643,20150713,13,7,2015,3,Monday
645,20150715,15,7,2015,3,Wednesday
647,20150717,17,7,2015,3,Friday
1436,20170915,15,9,2017,3,Friday
792,20151209,9,12,2015,4,Wednesday
648,20150718,18,7,2015,3,Saturday
649,20150719,19,7,2015,3,Sunday
650,20150720,20,7,2015,3,Monday
1034,20160808,8,8,2016,3,Monday
1077,20160920,20,9,2016,3,Tuesday
651,20150721,21,7,2015,3,Tuesday
652,20150722,22,7,2015,3,Wednesday
653,20150723,23,7,2015,3,Thursday
654,20150724,24,7,2015,3,Friday
655,20150725,25,7,2015,3,Saturday
656,20150726,26,7,2015,3,Sunday
658,20150728,28,7,2015,3,Tuesday
806,20151223,23,12,2015,4,Wednesday
660,20150730,30,7,2015,3,Thursday
661,20150731,31,7,2015,3,Friday
662,20150801,1,8,2015,3,Saturday
1574,20180131,31,1,2018,1,Wednesday
663,20150802,2,8,2015,3,Sunday
664,20150803,3,8,2015,3,Monday
665,20150804,4,8,2015,3,Tuesday
666,20150805,5,8,2015,3,Wednesday
715,20150923,23,9,2015,3,Wednesday
1491,20171109,9,11,2017,4,Thursday
668,20150807,7,8,2015,3,Friday
669,20150808,8,8,2015,3,Saturday
670,20150809,9,8,2015,3,Sunday
671,20150810,10,8,2015,3,Monday
672,20150811,11,8,2015,3,Tuesday
1517,20171205,5,12,2017,4,Tuesday
674,20150813,13,8,2015,3,Thursday
891,20160317,17,3,2016,1,Thursday
676,20150815,15,8,2015,3,Saturday
677,20150816,16,8,2015,3,Sunday
678,20150817,17,8,2015,3,Monday
679,20150818,18,8,2015,3,Tuesday
681,20150820,20,8,2015,3,Thursday
683,20150822,22,8,2015,3,Saturday
684,20150823,23,8,2015,3,Sunday
685,20150824,24,8,2015,3,Monday
687,20150826,26,8,2015,3,Wednesday
1396,20170806,6,8,2017,3,Sunday
688,20150827,27,8,2015,3,Thursday
689,20150828,28,8,2015,3,Friday
690,20150829,29,8,2015,3,Saturday
691,20150830,30,8,2015,3,Sunday
1125,20161107,7,11,2016,4,Monday
1165,20161217,17,12,2016,4,Saturday
694,20150902,2,9,2015,3,Wednesday
695,20150903,3,9,2015,3,Thursday
696,20150904,4,9,2015,3,Friday
697,20150905,5,9,2015,3,Saturday
698,20150906,6,9,2015,3,Sunday
699,20150907,7,9,2015,3,Monday
700,20150908,8,9,2015,3,Tuesday
701,20150909,9,9,2015,3,Wednesday
1046,20160820,20,8,2016,3,Saturday
1251,20170314,14,3,2017,1,Tuesday
703,20150911,11,9,2015,3,Friday
704,20150912,12,9,2015,3,Saturday
706,20150914,14,9,2015,3,Monday
707,20150915,15,9,2015,3,Tuesday
708,20150916,16,9,2015,3,Wednesday
709,20150917,17,9,2015,3,Thursday
710,20150918,18,9,2015,3,Friday
711,20150919,19,9,2015,3,Saturday
712,20150920,20,9,2015,3,Sunday
1399,20170809,9,8,2017,3,Wednesday
713,20150921,21,9,2015,3,Monday
714,20150922,22,9,2015,3,Tuesday
716,20150924,24,9,2015,3,Thursday
717,20150925,25,9,2015,3,Friday
718,20150926,26,9,2015,3,Saturday
987,20160622,22,6,2016,2,Wednesday
721,20150929,29,9,2015,3,Tuesday
1277,20170409,9,4,2017,2,Sunday
723,20151001,1,10,2015,4,Thursday
724,20151002,2,10,2015,4,Friday
1196,20170117,17,1,2017,1,Tuesday
1493,20171111,11,11,2017,4,Saturday
725,20151003,3,10,2015,4,Saturday
729,20151007,7,10,2015,4,Wednesday
730,20151008,8,10,2015,4,Thursday
731,20151009,9,10,2015,4,Friday
732,20151010,10,10,2015,4,Saturday
733,20151011,11,10,2015,4,Sunday
734,20151012,12,10,2015,4,Monday
735,20151013,13,10,2015,4,Tuesday
736,20151014,14,10,2015,4,Wednesday
737,20151015,15,10,2015,4,Thursday
738,20151016,16,10,2015,4,Friday
739,20151017,17,10,2015,4,Saturday
740,20151018,18,10,2015,4,Sunday
1506,20171124,24,11,2017,4,Friday
742,20151020,20,10,2015,4,Tuesday
743,20151021,21,10,2015,4,Wednesday
1008,20160713,13,7,2016,3,Wednesday
1465,20171014,14,10,2017,4,Saturday
744,20151022,22,10,2015,4,Thursday
745,20151023,23,10,2015,4,Friday
746,20151024,24,10,2015,4,Saturday
747,20151025,25,10,2015,4,Sunday
748,20151026,26,10,2015,4,Monday
1163,20161215,15,12,2016,4,Thursday
749,20151027,27,10,2015,4,Tuesday
910,20160405,5,4,2016,2,Tuesday
750,20151028,28,10,2015,4,Wednesday
751,20151029,29,10,2015,4,Thursday
752,20151030,30,10,2015,4,Friday
753,20151031,31,10,2015,4,Saturday
754,20151101,1,11,2015,4,Sunday
755,20151102,2,11,2015,4,Monday
756,20151103,3,11,2015,4,Tuesday
758,20151105,5,11,2015,4,Thursday
760,20151107,7,11,2015,4,Saturday
761,20151108,8,11,2015,4,Sunday
762,20151109,9,11,2015,4,Monday
763,20151110,10,11,2015,4,Tuesday
764,20151111,11,11,2015,4,Wednesday
765,20151112,12,11,2015,4,Thursday
767,20151114,14,11,2015,4,Saturday
768,20151115,15,11,2015,4,Sunday
769,20151116,16,11,2015,4,Monday
771,20151118,18,11,2015,4,Wednesday
772,20151119,19,11,2015,4,Thursday
1121,20161103,3,11,2016,4,Thursday
774,20151121,21,11,2015,4,Saturday
775,20151122,22,11,2015,4,Sunday
776,20151123,23,11,2015,4,Monday
778,20151125,25,11,2015,4,Wednesday
779,20151126,26,11,2015,4,Thursday
913,20160408,8,4,2016,2,Friday
967,20160601,1,6,2016,2,Wednesday
1066,20160909,9,9,2016,3,Friday
783,20151130,30,11,2015,4,Monday
784,20151201,1,12,2015,4,Tuesday
1626,20180324,24,3,2018,1,Saturday
786,20151203,3,12,2015,4,Thursday
805,20151222,22,12,2015,4,Tuesday
787,20151204,4,12,2015,4,Friday
788,20151205,5,12,2015,4,Saturday
789,20151206,6,12,2015,4,Sunday
791,20151208,8,12,2015,4,Tuesday
795,20151212,12,12,2015,4,Saturday
1467,20171016,16,10,2017,4,Monday
796,20151213,13,12,2015,4,Sunday
797,20151214,14,12,2015,4,Monday
798,20151215,15,12,2015,4,Tuesday
799,20151216,16,12,2015,4,Wednesday
800,20151217,17,12,2015,4,Thursday
801,20151218,18,12,2015,4,Friday
802,20151219,19,12,2015,4,Saturday
803,20151220,20,12,2015,4,Sunday
808,20151225,25,12,2015,4,Friday
809,20151226,26,12,2015,4,Saturday
810,20151227,27,12,2015,4,Sunday
1604,20180302,2,3,2018,1,Friday
811,20151228,28,12,2015,4,Monday
812,20151229,29,12,2015,4,Tuesday
813,20151230,30,12,2015,4,Wednesday
814,20151231,31,12,2015,4,Thursday
815,20160101,1,1,2016,1,Friday
816,20160102,2,1,2016,1,Saturday
818,20160104,4,1,2016,1,Monday
819,20160105,5,1,2016,1,Tuesday
820,20160106,6,1,2016,1,Wednesday
821,20160107,7,1,2016,1,Thursday
822,20160108,8,1,2016,1,Friday
826,20160112,12,1,2016,1,Tuesday
827,20160113,13,1,2016,1,Wednesday
828,20160114,14,1,2016,1,Thursday
829,20160115,15,1,2016,1,Friday
831,20160117,17,1,2016,1,Sunday
833,20160119,19,1,2016,1,Tuesday
834,20160120,20,1,2016,1,Wednesday
1310,20170512,12,5,2017,2,Friday
836,20160122,22,1,2016,1,Friday
837,20160123,23,1,2016,1,Saturday
838,20160124,24,1,2016,1,Sunday
839,20160125,25,1,2016,1,Monday
840,20160126,26,1,2016,1,Tuesday
843,20160129,29,1,2016,1,Friday
841,20160127,27,1,2016,1,Wednesday
842,20160128,28,1,2016,1,Thursday
845,20160131,31,1,2016,1,Sunday
846,20160201,1,2,2016,1,Monday
848,20160203,3,2,2016,1,Wednesday
849,20160204,4,2,2016,1,Thursday
850,20160205,5,2,2016,1,Friday
851,20160206,6,2,2016,1,Saturday
852,20160207,7,2,2016,1,Sunday
1360,20170701,1,7,2017,3,Saturday
855,20160210,10,2,2016,1,Wednesday
856,20160211,11,2,2016,1,Thursday
857,20160212,12,2,2016,1,Friday
858,20160213,13,2,2016,1,Saturday
859,20160214,14,2,2016,1,Sunday
860,20160215,15,2,2016,1,Monday
1593,20180219,19,2,2018,1,Monday
1116,20161029,29,10,2016,4,Saturday
861,20160216,16,2,2016,1,Tuesday
862,20160217,17,2,2016,1,Wednesday
863,20160218,18,2,2016,1,Thursday
865,20160220,20,2,2016,1,Saturday
866,20160221,21,2,2016,1,Sunday
867,20160222,22,2,2016,1,Monday
868,20160223,23,2,2016,1,Tuesday
869,20160224,24,2,2016,1,Wednesday
871,20160226,26,2,2016,1,Friday
872,20160227,27,2,2016,1,Saturday
873,20160228,28,2,2016,1,Sunday
876,20160302,2,3,2016,1,Wednesday
877,20160303,3,3,2016,1,Thursday
878,20160304,4,3,2016,1,Friday
879,20160305,5,3,2016,1,Saturday
880,20160306,6,3,2016,1,Sunday
881,20160307,7,3,2016,1,Monday
1544,20180101,1,1,2018,1,Monday
882,20160308,8,3,2016,1,Tuesday
971,20160605,5,6,2016,2,Sunday
883,20160309,9,3,2016,1,Wednesday
884,20160310,10,3,2016,1,Thursday
885,20160311,11,3,2016,1,Friday
886,20160312,12,3,2016,1,Saturday
887,20160313,13,3,2016,1,Sunday
888,20160314,14,3,2016,1,Monday
889,20160315,15,3,2016,1,Tuesday
890,20160316,16,3,2016,1,Wednesday
892,20160318,18,3,2016,1,Friday
893,20160319,19,3,2016,1,Saturday
894,20160320,20,3,2016,1,Sunday
895,20160321,21,3,2016,1,Monday
896,20160322,22,3,2016,1,Tuesday
897,20160323,23,3,2016,1,Wednesday
1185,20170106,6,1,2017,1,Friday
1242,20170305,5,3,2017,1,Sunday
898,20160324,24,3,2016,1,Thursday
900,20160326,26,3,2016,1,Saturday
902,20160328,28,3,2016,1,Monday
903,20160329,29,3,2016,1,Tuesday
905,20160331,31,3,2016,1,Thursday
907,20160402,2,4,2016,2,Saturday
908,20160403,3,4,2016,2,Sunday
1405,20170815,15,8,2017,3,Tuesday
911,20160406,6,4,2016,2,Wednesday
912,20160407,7,4,2016,2,Thursday
914,20160409,9,4,2016,2,Saturday
915,20160410,10,4,2016,2,Sunday
916,20160411,11,4,2016,2,Monday
919,20160414,14,4,2016,2,Thursday
921,20160416,16,4,2016,2,Saturday
922,20160417,17,4,2016,2,Sunday
923,20160418,18,4,2016,2,Monday
1056,20160830,30,8,2016,3,Tuesday
924,20160419,19,4,2016,2,Tuesday
925,20160420,20,4,2016,2,Wednesday
830,20160116,16,1,2016,1,Saturday
927,20160422,22,4,2016,2,Friday
928,20160423,23,4,2016,2,Saturday
