date_id,date,day,month,year,quarter,week_day
375,20141017,17,10,2014,4,Friday
376,20141018,18,10,2014,4,Saturday
377,20141019,19,10,2014,4,Sunday
394,20141105,5,11,2014,4,Wednesday
415,20141126,26,11,2014,4,Wednesday
432,20141213,13,12,2014,4,Saturday
471,20150121,21,1,2015,1,Wednesday
483,20150202,2,2,2015,1,Monday
504,20150223,23,2,2015,1,Monday
553,20150413,13,4,2015,2,Monday
573,20150504,4,5,2015,2,Monday
588,20150519,19,5,2015,2,Tuesday
773,20151120,20,11,2015,4,Friday
794,20151211,11,12,2015,4,Friday
835,20160121,21,1,2016,1,Thursday
847,20160202,2,2,2016,1,Tuesday
874,20160229,29,2,2016,1,Monday
1003,20160708,8,7,2016,3,Friday
1155,20161207,7,12,2016,4,Wednesday
1214,20170205,5,2,2017,1,Sunday
1633,20180331,31,3,2018,1,Saturday
286,20140720,20,7,2014,3,Sunday
578,20150509,9,5,2015,2,Saturday
1427,20170906,6,9,2017,3,Wednesday
255,20140619,19,6,2014,2,Thursday
568,20150429,29,4,2015,2,Wednesday
875,20160301,1,3,2016,1,Tuesday
956,20160521,21,5,2016,2,Saturday
974,20160608,8,6,2016,2,Wednesday
997,20160702,2,7,2016,3,Saturday
1002,20160707,7,7,2016,3,Thursday
1074,20160917,17,9,2016,3,Saturday
1193,20170114,14,1,2017,1,Saturday
343,20140915,15,9,2014,3,Monday
468,20150118,18,1,2015,1,Sunday
1460,20171009,9,10,2017,4,Monday
373,20141015,15,10,2014,4,Wednesday
175,20140331,31,3,2014,1,Monday
192,20140417,17,4,2014,2,Thursday
344,20140916,16,9,2014,3,Tuesday
782,20151129,29,11,2015,4,Sunday
170,20140326,26,3,2014,1,Wednesday
395,20141106,6,11,2014,4,Thursday
436,20141217,17,12,2014,4,Wednesday
234,20140529,29,5,2014,2,Thursday
1610,20180308,8,3,2018,1,Thursday
11,20130303,3,3,2013,1,Sunday
72,20131007,7,10,2013,4,Monday
100,20140115,15,1,2014,1,Wednesday
129,20140213,13,2,2014,1,Thursday
133,20140217,17,2,2014,1,Monday
149,20140305,5,3,2014,1,Wednesday
199,20140424,24,4,2014,2,Thursday
212,20140507,7,5,2014,2,Wednesday
214,20140509,9,5,2014,2,Friday
220,20140515,15,5,2014,2,Thursday
227,20140522,22,5,2014,2,Thursday
259,20140623,23,6,2014,2,Monday
317,20140820,20,8,2014,3,Wednesday
352,20140924,24,9,2014,3,Wednesday
359,20141001,1,10,2014,4,Wednesday
408,20141119,19,11,2014,4,Wednesday
411,20141122,22,11,2014,4,Saturday
417,20141128,28,11,2014,4,Friday
439,20141220,20,12,2014,4,Saturday
443,20141224,24,12,2014,4,Wednesday
448,20141229,29,12,2014,4,Monday
450,20141231,31,12,2014,4,Wednesday
469,20150119,19,1,2015,1,Monday
473,20150123,23,1,2015,1,Friday
478,20150128,28,1,2015,1,Wednesday
482,20150201,1,2,2015,1,Sunday
511,20150302,2,3,2015,1,Monday
1050,20160824,24,8,2016,3,Wednesday
529,20150320,20,3,2015,1,Friday
546,20150406,6,4,2015,2,Monday
551,20150411,11,4,2015,2,Saturday
569,20150430,30,4,2015,2,Thursday
593,20150524,24,5,2015,2,Sunday
602,20150602,2,6,2015,2,Tuesday
625,20150625,25,6,2015,2,Thursday
659,20150729,29,7,2015,3,Wednesday
686,20150825,25,8,2015,3,Tuesday
693,20150901,1,9,2015,3,Tuesday
720,20150928,28,9,2015,3,Monday
759,20151106,6,11,2015,4,Friday
780,20151127,27,11,2015,4,Friday
793,20151210,10,12,2015,4,Thursday
804,20151221,21,12,2015,4,Monday
824,20160110,10,1,2016,1,Sunday
1430,20170909,9,9,2017,3,Saturday
832,20160118,18,1,2016,1,Monday
844,20160130,30,1,2016,1,Saturday
909,20160404,4,4,2016,2,Monday
917,20160412,12,4,2016,2,Tuesday
949,20160514,14,5,2016,2,Saturday
953,20160518,18,5,2016,2,Wednesday
958,20160523,23,5,2016,2,Monday
988,20160623,23,6,2016,2,Thursday
1010,20160715,15,7,2016,3,Friday
1044,20160818,18,8,2016,3,Thursday
1083,20160926,26,9,2016,3,Monday
1135,20161117,17,11,2016,4,Thursday
1578,20180204,4,2,2018,1,Sunday
104,20140119,19,1,2014,1,Sunday
172,20140328,28,3,2014,1,Friday
628,20150628,28,6,2015,2,Sunday
817,20160103,3,1,2016,1,Sunday
1115,20161028,28,10,2016,4,Friday
252,20140616,16,6,2014,2,Monday
266,20140630,30,6,2014,2,Monday
267,20140701,1,7,2014,3,Tuesday
280,20140714,14,7,2014,3,Monday
564,20150425,25,4,2015,2,Saturday
918,20160413,13,4,2016,2,Wednesday
138,20140222,22,2,2014,1,Saturday
211,20140506,6,5,2014,2,Tuesday
114,20140129,29,1,2014,1,Wednesday
274,20140708,8,7,2014,3,Tuesday
196,20140421,21,4,2014,2,Monday
323,20140826,26,8,2014,3,Tuesday
727,20151005,5,10,2015,4,Monday
168,20140324,24,3,2014,1,Monday
169,20140325,25,3,2014,1,Tuesday
256,20140620,20,6,2014,2,Friday
282,20140716,16,7,2014,3,Wednesday
290,20140724,24,7,2014,3,Thursday
300,20140803,3,8,2014,3,Sunday
342,20140914,14,9,2014,3,Sunday
348,20140920,20,9,2014,3,Saturday
358,20140930,30,9,2014,3,Tuesday
363,20141005,5,10,2014,4,Sunday
446,20141227,27,12,2014,4,Saturday
705,20150913,13,9,2015,3,Sunday
378,20141020,20,10,2014,4,Monday
536,20150327,27,3,2015,1,Friday
231,20140526,26,5,2014,2,Monday
444,20141225,25,12,2014,4,Thursday
726,20151004,4,10,2015,4,Sunday
5,20130126,26,1,2013,1,Saturday
7,20130203,3,2,2013,1,Sunday
8,20130209,9,2,2013,1,Saturday
13,20130307,7,3,2013,1,Thursday
15,20130311,11,3,2013,1,Monday
17,20130321,21,3,2013,1,Thursday
18,20130418,18,4,2013,2,Thursday
23,20130428,28,4,2013,2,Sunday
24,20130502,2,5,2013,2,Thursday
26,20130511,11,5,2013,2,Saturday
27,20130512,12,5,2013,2,Sunday
31,20130518,18,5,2013,2,Saturday
33,20130523,23,5,2013,2,Thursday
34,20130525,25,5,2013,2,Saturday
36,20130610,10,6,2013,2,Monday
37,20130615,15,6,2013,2,Saturday
38,20130621,21,6,2013,2,Friday
40,20130627,27,6,2013,2,Thursday
42,20130702,2,7,2013,3,Tuesday
43,20130707,7,7,2013,3,Sunday
47,20130720,20,7,2013,3,Saturday
48,20130726,26,7,2013,3,Friday
49,20130730,30,7,2013,3,Tuesday
51,20130804,4,8,2013,3,Sunday
52,20130805,5,8,2013,3,Monday
79,20131122,22,11,2013,4,Friday
53,20130806,6,8,2013,3,Tuesday
55,20130814,14,8,2013,3,Wednesday
56,20130817,17,8,2013,3,Saturday
57,20130819,19,8,2013,3,Monday
58,20130820,20,8,2013,3,Tuesday
59,20130823,23,8,2013,3,Friday
61,20130907,7,9,2013,3,Saturday
64,20130915,15,9,2013,3,Sunday
66,20130919,19,9,2013,3,Thursday
68,20130922,22,9,2013,3,Sunday
69,20130924,24,9,2013,3,Tuesday
74,20131013,13,10,2013,4,Sunday
76,20131027,27,10,2013,4,Sunday
77,20131110,10,11,2013,4,Sunday
82,20131207,7,12,2013,4,Saturday
85,20131226,26,12,2013,4,Thursday
87,20140102,2,1,2014,1,Thursday
88,20140103,3,1,2014,1,Friday
89,20140104,4,1,2014,1,Saturday
90,20140105,5,1,2014,1,Sunday
94,20140109,9,1,2014,1,Thursday
102,20140117,17,1,2014,1,Friday
105,20140120,20,1,2014,1,Monday
106,20140121,21,1,2014,1,Tuesday
113,20140128,28,1,2014,1,Tuesday
116,20140131,31,1,2014,1,Friday
119,20140203,3,2,2014,1,Monday
122,20140206,6,2,2014,1,Thursday
128,20140212,12,2,2014,1,Wednesday
236,20140531,31,5,2014,2,Saturday
130,20140214,14,2,2014,1,Friday
134,20140218,18,2,2014,1,Tuesday
135,20140219,19,2,2014,1,Wednesday
146,20140302,2,3,2014,1,Sunday
148,20140304,4,3,2014,1,Tuesday
151,20140307,7,3,2014,1,Friday
152,20140308,8,3,2014,1,Saturday
154,20140310,10,3,2014,1,Monday
156,20140312,12,3,2014,1,Wednesday
160,20140316,16,3,2014,1,Sunday
164,20140320,20,3,2014,1,Thursday
174,20140330,30,3,2014,1,Sunday
177,20140402,2,4,2014,2,Wednesday
178,20140403,3,4,2014,2,Thursday
182,20140407,7,4,2014,2,Monday
183,20140408,8,4,2014,2,Tuesday
93,20140108,8,1,2014,1,Wednesday
191,20140416,16,4,2014,2,Wednesday
198,20140423,23,4,2014,2,Wednesday
201,20140426,26,4,2014,2,Saturday
202,20140427,27,4,2014,2,Sunday
203,20140428,28,4,2014,2,Monday
206,20140501,1,5,2014,2,Thursday
209,20140504,4,5,2014,2,Sunday
215,20140510,10,5,2014,2,Saturday
216,20140511,11,5,2014,2,Sunday
217,20140512,12,5,2014,2,Monday
218,20140513,13,5,2014,2,Tuesday
219,20140514,14,5,2014,2,Wednesday
222,20140517,17,5,2014,2,Saturday
238,20140602,2,6,2014,2,Monday
241,20140605,5,6,2014,2,Thursday
242,20140606,6,6,2014,2,Friday
243,20140607,7,6,2014,2,Saturday
244,20140608,8,6,2014,2,Sunday
245,20140609,9,6,2014,2,Monday
118,20140202,2,2,2014,1,Sunday
249,20140613,13,6,2014,2,Friday
250,20140614,14,6,2014,2,Saturday
253,20140617,17,6,2014,2,Tuesday
254,20140618,18,6,2014,2,Wednesday
258,20140622,22,6,2014,2,Sunday
261,20140625,25,6,2014,2,Wednesday
262,20140626,26,6,2014,2,Thursday
265,20140629,29,6,2014,2,Sunday
268,20140702,2,7,2014,3,Wednesday
270,20140704,4,7,2014,3,Friday
271,20140705,5,7,2014,3,Saturday
272,20140706,6,7,2014,3,Sunday
273,20140707,7,7,2014,3,Monday
288,20140722,22,7,2014,3,Tuesday
289,20140723,23,7,2014,3,Wednesday
291,20140725,25,7,2014,3,Friday
292,20140726,26,7,2014,3,Saturday
310,20140813,13,8,2014,3,Wednesday
312,20140815,15,8,2014,3,Friday
313,20140816,16,8,2014,3,Saturday
314,20140817,17,8,2014,3,Sunday
315,20140818,18,8,2014,3,Monday
318,20140821,21,8,2014,3,Thursday
320,20140823,23,8,2014,3,Saturday
321,20140824,24,8,2014,3,Sunday
194,20140419,19,4,2014,2,Saturday
324,20140827,27,8,2014,3,Wednesday
326,20140829,29,8,2014,3,Friday
327,20140830,30,8,2014,3,Saturday
328,20140831,31,8,2014,3,Sunday
330,20140902,2,9,2014,3,Tuesday
331,20140903,3,9,2014,3,Wednesday
346,20140918,18,9,2014,3,Thursday
336,20140908,8,9,2014,3,Monday
338,20140910,10,9,2014,3,Wednesday
353,20140925,25,9,2014,3,Thursday
355,20140927,27,9,2014,3,Saturday
109,20140124,24,1,2014,1,Friday
361,20141003,3,10,2014,4,Friday
366,20141008,8,10,2014,4,Wednesday
369,20141011,11,10,2014,4,Saturday
371,20141013,13,10,2014,4,Monday
374,20141016,16,10,2014,4,Thursday
379,20141021,21,10,2014,4,Tuesday
380,20141022,22,10,2014,4,Wednesday
382,20141024,24,10,2014,4,Friday
383,20141025,25,10,2014,4,Saturday
386,20141028,28,10,2014,4,Tuesday
389,20141031,31,10,2014,4,Friday
390,20141101,1,11,2014,4,Saturday
392,20141103,3,11,2014,4,Monday
393,20141104,4,11,2014,4,Tuesday
396,20141107,7,11,2014,4,Friday
398,20141109,9,11,2014,4,Sunday
402,20141113,13,11,2014,4,Thursday
404,20141115,15,11,2014,4,Saturday
406,20141117,17,11,2014,4,Monday
409,20141120,20,11,2014,4,Thursday
410,20141121,21,11,2014,4,Friday
414,20141125,25,11,2014,4,Tuesday
420,20141201,1,12,2014,4,Monday
423,20141204,4,12,2014,4,Thursday
462,20150112,12,1,2015,1,Monday
442,20141223,23,12,2014,4,Tuesday
445,20141226,26,12,2014,4,Friday
490,20150209,9,2,2015,1,Monday
457,20150107,7,1,2015,1,Wednesday
463,20150113,13,1,2015,1,Tuesday
481,20150131,31,1,2015,1,Saturday
484,20150203,3,2,2015,1,Tuesday
501,20150220,20,2,2015,1,Friday
575,20150506,6,5,2015,2,Wednesday
121,20140205,5,2,2014,1,Wednesday
147,20140303,3,3,2014,1,Monday
608,20150608,8,6,2015,2,Monday
943,20160508,8,5,2016,2,Sunday
722,20150930,30,9,2015,3,Wednesday
930,20160425,25,4,2016,2,Monday
766,20151113,13,11,2015,4,Friday
807,20151224,24,12,2015,4,Thursday
853,20160208,8,2,2016,1,Monday
977,20160611,11,6,2016,2,Saturday
405,20141116,16,11,2014,4,Sunday
2,20130119,19,1,2013,1,Saturday
3,20130123,23,1,2013,1,Wednesday
4,20130125,25,1,2013,1,Friday
10,20130219,19,2,2013,1,Tuesday
12,20130304,4,3,2013,1,Monday
16,20130313,13,3,2013,1,Wednesday
19,20130421,21,4,2013,2,Sunday
21,20130424,24,4,2013,2,Wednesday
35,20130607,7,6,2013,2,Friday
44,20130712,12,7,2013,3,Friday
54,20130809,9,8,2013,3,Friday
60,20130825,25,8,2013,3,Sunday
65,20130916,16,9,2013,3,Monday
67,20130920,20,9,2013,3,Friday
71,20131005,5,10,2013,4,Saturday
75,20131026,26,10,2013,4,Saturday
78,20131111,11,11,2013,4,Monday
81,20131201,1,12,2013,4,Sunday
83,20131222,22,12,2013,4,Sunday
84,20131225,25,12,2013,4,Wednesday
124,20140208,8,2,2014,1,Saturday
125,20140209,9,2,2014,1,Sunday
127,20140211,11,2,2014,1,Tuesday
137,20140221,21,2,2014,1,Friday
142,20140226,26,2,2014,1,Wednesday
144,20140228,28,2,2014,1,Friday
159,20140315,15,3,2014,1,Saturday
179,20140404,4,4,2014,2,Friday
185,20140410,10,4,2014,2,Thursday
187,20140412,12,4,2014,2,Saturday
190,20140415,15,4,2014,2,Tuesday
225,20140520,20,5,2014,2,Tuesday
240,20140604,4,6,2014,2,Wednesday
277,20140711,11,7,2014,3,Friday
278,20140712,12,7,2014,3,Saturday
329,20140901,1,9,2014,3,Monday
337,20140909,9,9,2014,3,Tuesday
340,20140912,12,9,2014,3,Friday
354,20140926,26,9,2014,3,Friday
401,20141112,12,11,2014,4,Wednesday
32,20130519,19,5,2013,2,Sunday
1,20130107,7,1,2013,1,Monday
9,20130211,11,2,2013,1,Monday
14,20130310,10,3,2013,1,Sunday
22,20130425,25,4,2013,2,Thursday
25,20130504,4,5,2013,2,Saturday
28,20130513,13,5,2013,2,Monday
39,20130623,23,6,2013,2,Sunday
50,20130802,2,8,2013,3,Friday
62,20130911,11,9,2013,3,Wednesday
80,20131128,28,11,2013,4,Thursday
6,20130202,2,2,2013,1,Saturday
357,20140929,29,9,2014,3,Monday
45,20130713,13,7,2013,3,Saturday
335,20140907,7,9,2014,3,Sunday
63,20130914,14,9,2013,3,Saturday
29,20130514,14,5,2013,2,Tuesday
41,20130701,1,7,2013,3,Monday
46,20130714,14,7,2013,3,Sunday
